idProduct,idCategory_x,AVG,LOW,TREND,AVG1,AVG7,AVG30,AVGFOIL,LOWFOIL,trend-foil,avg1-foil,avg7-foil,avg30-foil,LOWEX+,name,idCategory_y,categoryName,idExpansion,idMetacard,dateAdded,expansionName,real_discount,lowex_to_trend_ratio,price_momentum,condition_premium
21345,1,0.0,100.0,66.42,45.0,52.21,37.67,,,0.0,,,,110.00000000000001,Infernal Contract,1.0,Magic Single,110,2854.0,2007-01-01 00:00:00,,0.21394158386028306,1.656127672387835,-0.13809615016280408,0.10000000000000014
683803,1,0.0,19.99,75.44,79.95,59.65,59.65,,,0.0,,,,21.989,Deathlace,1.0,Magic Single,5199,1372.0,2022-11-07 15:31:35,,0.209305408271474,0.29147667020148466,0.3403185247275776,0.10000000000000013
5249,1,45.0,35.0,68.13,45.0,54.25,55.98,,,0.0,,,,38.5,Evil Presence,1.0,Magic Single,1,1888.0,2007-01-01 00:00:00,Alpha,0.20372816674005573,0.5650961397328637,-0.17050691244239632,0.1
685741,1,150.0,199.95,150.0,150.0,120.0,120.0,,,0.0,,,,219.945,Balance,1.0,Magic Single,5199,409.0,2022-11-18 04:39:59,,0.2,1.4663,0.25,0.10000000000000003
685991,1,0.0,135.0,99.99,99.99,80.0,80.0,,,0.0,,,,148.5,Kormus Bell,1.0,Magic Single,5199,3123.0,2022-11-18 07:51:53,,0.19991999199919988,1.4851485148514851,0.24987499999999993,0.1
4882,1,107.5,99.95,180.85,120.0,144.71,175.81,,,0.0,,,,109.94500000000001,Timber Wolves,1.0,Magic Single,2,6016.0,2007-01-01 00:00:00,Beta,0.19983411667127446,0.6079347525573681,-0.17075530371087005,0.10000000000000005
5502,1,42.52,33.25,73.17,37.04,58.71,73.79,,,0.0,,,,36.575,Rod of Ruin,1.0,Magic Single,1,4771.0,2007-01-01 00:00:00,Alpha,0.1976219762197622,0.499863331966653,-0.369102367569409,0.10000000000000009
257598,1,149.95,169.95,120.31,149.95,96.87,56.49,,,0.0,,,,186.945,Forest,1.0,Magic Single,1401,2177.0,2007-01-01 00:00:00,,0.19483002244202474,1.55386085944643,0.547950861979973,0.10000000000000003
5179,1,127.37,64.99,111.64,84.0,90.84,84.89,,,0.0,,,,71.489,Winter Orb,1.0,Magic Single,3,6663.0,2007-01-01 00:00:00,Unlimited,0.18631314940881402,0.6403529201003225,-0.07529722589167771,0.10000000000000016
5432,1,29.95,22.0,80.43,29.95,65.99,63.28,,,0.0,,,,24.200000000000003,Conversion,1.0,Magic Single,1,1127.0,2007-01-01 00:00:00,Alpha,0.17953499937834155,0.30088275519084917,-0.546143355053796,0.10000000000000013
257607,1,330.0,1999.95,137.12,330.0,112.75,57.87,,,0.0,,,,2199.945,Mountain,1.0,Magic Single,1401,3743.0,2007-01-01 00:00:00,,0.1777275379229872,16.043939614935823,1.9268292682926829,0.10000000000000006
272841,1,24.64,20.0,66.79,24.64,54.92,41.44,,,0.0,,,,22.0,Lord of the Pit,1.0,Magic Single,1600,3356.0,2015-02-26 16:43:32,,0.17772121575086097,0.32939062733942204,-0.551347414420976,0.1
685877,1,0.0,19.75,100.0,100.0,82.5,82.5,,,0.0,,,,21.725,Dwarven Demolition Team,1.0,Magic Single,5199,1656.0,2022-11-18 06:45:45,,0.175,0.21725000000000003,0.21212121212121213,0.10000000000000007
685896,1,0.0,75.0,149.0,149.0,124.5,124.5,,,0.0,,,,82.5,Mana Flare,1.0,Magic Single,5199,3447.0,2022-11-18 06:57:32,,0.1644295302013423,0.5536912751677853,0.19678714859437751,0.1
257609,1,149.95,1999.95,116.78,149.95,97.84,50.95,,,0.0,,,,2199.945,Mountain,1.0,Magic Single,1401,3743.0,2007-01-01 00:00:00,,0.16218530570303133,18.838371296454874,0.5326042518397381,0.10000000000000006
683981,1,94.9,80.0,94.9,94.9,79.95,79.95,,,0.0,,,,88.0,Ankh of Mishra,1.0,Magic Single,5199,203.0,2022-11-07 16:18:56,,0.15753424657534248,0.9272918861959958,0.1869918699186992,0.1
257980,1,50.0,150.0,89.54,50.0,75.54,49.27,,,25.0,25.0,37.5,37.5,165.0,Black Border Stripes/Black Border Filler Card,1.0,Magic Single,1408,206383.0,2007-01-01 00:00:00,,0.15635470180924727,1.8427518427518426,-0.3380990203865502,0.1
566136,1,0.0,72.0,123.91,99.9,104.96,104.96,95.17,72.0,91.71,72.95,92.4,89.91,79.2,Force of Negation,1.0,Magic Single,4275,270840.0,2021-05-25 17:33:43,,0.15293358082479222,0.6391735937373901,-0.048208841463414524,0.10000000000000003
7064,1,75.0,69.9,78.37,98.29,66.4,83.89,,,0.0,,,,76.89000000000001,Concordant Crossroads,1.0,Magic Single,7,1098.0,2007-01-01 00:00:00,Legends,0.1527370167155799,0.9811152226617329,0.4802710843373494,0.10000000000000012
