Rank,Card_Name,Expansion,Card_ID,Historical_AVG7,Historical_AVG30,Historical_TREND,Historical_Discount_Pct,Current_Cheapest,Current_Average,EX_Plus_Price,EX_Plus_Condition,EX_Plus_Seller,EX_Plus_Quantity,EX_Plus_vs_AVG7_Pct,EX_Plus_vs_TREND_Pct,Total_Listings,Cardmarket_URL
21,Goblin Welder,Urza's Legacy,10637,17.4,17.24,18.32,5.895196506550229,14.79,17.184,14.79,EX,angrygaspy,1,-14.999999999999996,-19.26855895196507,10,https://www.cardmarket.com/en/Magic/Products/Singles/Urzas-Legacy/Goblin-Welder?language=1&minCondition=3
22,Strip Mine,Antiquities,6945,70.7,60.55,64.25,5.758754863813234,50.0,58.24400000000001,50.0,EX,Buzzle1-,2,-29.27864214992928,-22.17898832684825,10,https://www.cardmarket.com/en/Magic/Products/Singles/Antiquities/Strip-Mine?language=1&minCondition=3
23,Rishadan Port,Mercadian Masques,11697,44.39,45.03,47.41,5.020037966673688,41.99,47.773999999999994,41.99,EX,NAJ-cards,1,-5.406623113313806,-11.432187302256898,10,https://www.cardmarket.com/en/Magic/Products/Singles/Mercadian-Masques/Rishadan-Port?language=1&minCondition=3
25,Chalice of the Void,Mirrodin,150,14.33,14.75,15.49,4.777275661717238,13.0,14.477,13.0,EX,Favorit60,1,-9.281228192602931,-16.07488702388638,10,https://www.cardmarket.com/en/Magic/Products/Singles/Mirrodin/Chalice-Of-The-Void?language=1&minCondition=3
28,Worldly Tutor,Mirage,8204,14.37,13.54,14.19,4.580690627202258,9.0,12.277,9.0,EX,JulienJ,1,-37.36951983298538,-36.57505285412262,10,https://www.cardmarket.com/en/Magic/Products/Singles/Mirage/Worldly-Tutor?language=1&minCondition=3
30,Dance of the Dead,Ice Age,6218,15.88,15.37,16.01,3.9975015615240617,14.0,14.963999999999999,14.0,EX,roene,1,-11.838790931989928,-12.55465334166147,10,https://www.cardmarket.com/en/Magic/Products/Singles/Ice-Age/Dance-Of-The-Dead?language=1&minCondition=3
32,Land Tax,Legends,7169,52.46,56.29,58.2,3.2817869415807626,50.0,52.751,50.0,EX,BlackLilith-13,1,-4.689287075867329,-14.089347079037806,10,https://www.cardmarket.com/en/Magic/Products/Singles/Legends/Land-Tax?language=1&minCondition=3
33,Cursed Scroll,Tempest,9006,28.22,27.19,28.09,3.203987184051259,24.0,30.353,24.0,EX,Baldo1986,1,-14.953933380581145,-14.560341758632964,10,https://www.cardmarket.com/en/Magic/Products/Singles/Tempest/Cursed-Scroll?language=1&minCondition=3
34,Horn of Greed,Stronghold,9214,10.2,10.05,10.36,2.99227799227798,8.0,9.289,8.0,EX,Schwestern,1,-21.568627450980387,-22.779922779922774,10,https://www.cardmarket.com/en/Magic/Products/Singles/Stronghold/Horn-Of-Greed?language=1&minCondition=3
42,Underworld Dreams,Legends,7008,84.2,86.79,88.2,1.5986394557823091,81.99,95.032,81.99,EX,MichelPlaccini,1,-2.624703087885995,-7.040816326530622,10,https://www.cardmarket.com/en/Magic/Products/Singles/Legends/Underworld-Dreams?language=1&minCondition=3
43,Volrath's Stronghold,Stronghold,9222,58.03,59.78,60.69,1.4994232987312517,55.0,60.45400000000001,55.0,EX,Demonikos666,1,-5.221437187661556,-9.375514911847088,10,https://www.cardmarket.com/en/Magic/Products/Singles/Stronghold/Volrath-s-Stronghold?language=1&minCondition=3
47,Karakas,Legends,7219,37.1,39.51,39.94,1.0766149223835748,34.4,36.789,34.4,EX,TheMagicCardTraderUK,1,-7.277628032345021,-13.870806209313969,10,https://www.cardmarket.com/en/Magic/Products/Singles/Legends/Karakas?language=1&minCondition=3
49,Lion's Eye Diamond,Mirage,8323,330.38,320.91,322.18,0.39418958346265504,299.99,339.68899999999996,299.99,EX,meeples-et-cartes,1,-9.198498698468427,-6.887454218138927,10,https://www.cardmarket.com/en/Magic/Products/Singles/Mirage/Lion-s-Eye-Diamond?language=1&minCondition=3
55,Aluren,Tempest,8842,33.9,31.35,31.16,-0.6097560975609797,25.0,28.73,25.0,EX,JulienJ,2,-26.253687315634217,-19.768934531450576,10,https://www.cardmarket.com/en/Magic/Products/Singles/Tempest/Aluren?language=1&minCondition=3
56,Ensnaring Bridge,Stronghold,9212,12.65,13.06,12.98,-0.6163328197226507,11.0,12.130999999999998,11.0,EX,CvonK,1,-13.043478260869568,-15.254237288135597,10,https://www.cardmarket.com/en/Magic/Products/Singles/Stronghold/Ensnaring-Bridge?language=1&minCondition=3
57,Enlightened Tutor,Mirage,8269,21.01,21.57,21.41,-0.747314339093882,20.0,20.767000000000003,20.0,NM,ZZZzzzleeper,3,-4.807234650166595,-6.585707613264829,10,https://www.cardmarket.com/en/Magic/Products/Singles/Mirage/Enlightened-Tutor?language=1&minCondition=3
61,Null Rod,Weatherlight,8722,61.26,64.83,63.94,-1.3919299343134197,57.0,59.81699999999999,57.0,EX,Miggy2k,1,-6.953966699314394,-10.853925555208004,10,https://www.cardmarket.com/en/Magic/Products/Singles/Weatherlight/Null-Rod?language=1&minCondition=3
64,Trinisphere,Darksteel,370,17.6,17.49,17.18,-1.804423748544812,15.0,16.785000000000004,15.0,NM,alvaro1990,1,-14.772727272727279,-12.68917345750873,10,https://www.cardmarket.com/en/Magic/Products/Singles/Darksteel/Trinisphere?language=1&minCondition=3
69,Chromium,Legends,7235,31.48,34.77,33.93,-2.475685234305934,25.99,37.733,25.99,EX,Iliaster,1,-17.439644218551468,-23.401119952844095,10,https://www.cardmarket.com/en/Magic/Products/Singles/Legends/Chromium?language=1&minCondition=3
73,Reanimate,Tempest,8780,12.9,13.52,13.03,-3.760552570990025,10.67,12.718,10.67,EX,SwigginPanda,3,-17.28682170542636,-18.112049117421332,10,https://www.cardmarket.com/en/Magic/Products/Singles/Tempest/Reanimate?language=1&minCondition=3
75,Brushland,Ice Age,6539,9.85,11.53,11.07,-4.155374887082195,7.12,9.312,7.12,NM,maxtlion,1,-27.715736040609134,-35.682023486901535,10,https://www.cardmarket.com/en/Magic/Products/Singles/Ice-Age/Brushland?language=1&minCondition=3
81,Vaevictis Asmadi,Legends,7280,32.25,32.33,30.75,-5.138211382113815,28.95,32.585,28.95,EX,CardHouseOfTheEast,1,-10.232558139534886,-5.853658536585368,10,https://www.cardmarket.com/en/Magic/Products/Singles/Legends/Vaevictis-Asmadi?language=1&minCondition=3
84,Sphere of Resistance,Exodus,9367,22.86,22.66,21.47,-5.542617605961814,20.0,22.113999999999997,20.0,NM,karkow1,2,-12.510936132983375,-6.846762925011639,10,https://www.cardmarket.com/en/Magic/Products/Singles/Exodus/Sphere-Of-Resistance?language=1&minCondition=3
91,Thawing Glaciers,Alliances,8041,10.03,10.65,9.78,-8.895705521472404,6.0,9.309999999999999,6.0,EX,isys59,1,-40.17946161515453,-38.65030674846625,10,https://www.cardmarket.com/en/Magic/Products/Singles/Alliances/Thawing-Glaciers?language=1&minCondition=3
102,Oath of Druids,Exodus,9343,17.65,18.38,15.66,-17.36909323116219,14.39,18.575,14.39,EX,qasno,1,-18.470254957507073,-8.109833971902933,10,https://www.cardmarket.com/en/Magic/Products/Singles/Exodus/Oath-Of-Druids?language=1&minCondition=3
7,Dark Ritual,Unlimited,4641,10.7,10.79,12.53,13.886671987230647,12.0,13.518,12.0,EX,Carddude1520,1,12.149532710280381,-4.229848363926571,10,https://www.cardmarket.com/en/Magic/Products/Singles/Unlimited/Dark-Ritual?language=1&minCondition=3
8,Erhnam Djinn,Arabian Nights,6811,284.28,251.36,291.51,13.773112414668443,290.0,316.445,290.0,EX,TrelleborgsKalle,1,2.012100745743643,-0.5179925216973658,10,https://www.cardmarket.com/en/Magic/Products/Singles/Arabian-Nights/Erhnam-Djinn?language=1&minCondition=3
10,Chrome Mox,Mirrodin,152,55.48,49.79,56.94,12.557077625570775,55.0,60.849000000000004,55.0,EX,Ampyre,1,-0.8651766402307082,-3.4070951879171014,10,https://www.cardmarket.com/en/Magic/Products/Singles/Mirrodin/Chrome-Mox?language=1&minCondition=3
27,Dust Bowl,Mercadian Masques,11689,18.2,17.46,18.32,4.694323144104801,17.8,18.825,17.8,NM,r1z1a,1,-2.19780219780219,-2.838427947598251,10,https://www.cardmarket.com/en/Magic/Products/Singles/Mercadian-Masques/Dust-Bowl?language=1&minCondition=3
29,Memory Jar,Urza's Legacy,10686,20.91,20.34,21.29,4.46218882104274,20.88,21.560000000000002,20.88,EX,InfiniteMagicCZ,1,-0.1434720229555291,-1.9257867543447635,10,https://www.cardmarket.com/en/Magic/Products/Singles/Urzas-Legacy/Memory-Jar?language=1&minCondition=3
35,Ifh-Bíff Efreet,Arabian Nights,6813,122.74,122.78,126.5,2.940711462450592,123.49,146.63000000000002,123.49,EX,Magicboxx,1,0.6110477431970018,-2.3794466403162096,10,https://www.cardmarket.com/en/Magic/Products/Singles/Arabian-Nights/Ifh-Biff-Efreet?language=1&minCondition=3
38,Rhystic Study,Prophecy,3939,33.92,33.13,33.86,2.1559362079149347,33.0,33.649,33.0,NM,gaetan3344,1,-2.712264150943401,-2.5398700531600693,10,https://www.cardmarket.com/en/Magic/Products/Singles/Prophecy/Rhystic-Study?language=1&minCondition=3
40,Yawgmoth's Will,Urza's Saga,10378,98.07,105.46,107.54,1.934164031988109,105.0,113.199,105.0,EX,Hatoosh,1,7.066381156316924,-2.3619118467547016,10,https://www.cardmarket.com/en/Magic/Products/Singles/Urzas-Saga/Yawgmoth-s-Will?language=1&minCondition=3
44,Sylvan Library,Legends,7092,118.76,124.02,125.75,1.3757455268389693,119.88,132.631,119.88,EX,Bronhy,1,0.943078477601878,-4.667992047713721,10,https://www.cardmarket.com/en/Magic/Products/Singles/Legends/Sylvan-Library?language=1&minCondition=3
48,Lake of the Dead,Alliances,8037,60.71,59.43,59.88,0.7515030060120288,57.49,61.753,57.49,EX,Darkshar,1,-5.303903804974467,-3.991315965263862,10,https://www.cardmarket.com/en/Magic/Products/Singles/Alliances/Lake-Of-The-Dead?language=1&minCondition=3
50,Scroll Rack,Tempest,9033,23.42,23.65,23.73,0.3371260008428228,23.0,24.637999999999998,23.0,EX,Dgvs10,1,-1.793339026473107,-3.0762747576906886,10,https://www.cardmarket.com/en/Magic/Products/Singles/Tempest/Scroll-Rack?language=1&minCondition=3
51,Adarkar Wastes,Ice Age,6538,22.86,22.37,22.39,0.08932559178204365,21.76,24.696000000000005,21.76,EX,Toysnloot,1,-4.811898512685905,-2.8137561411344305,10,https://www.cardmarket.com/en/Magic/Products/Singles/Ice-Age/Adarkar-Wastes?language=1&minCondition=3
54,Sensei's Divining Top,Champions of Kamigawa,12179,15.35,15.23,15.18,-0.3293807641633775,14.95,15.425999999999998,14.95,EX,Azyrhaphal,1,-2.605863192182413,-1.515151515151518,10,https://www.cardmarket.com/en/Magic/Products/Singles/Champions-Of-Kamigawa/Sensei-s-Divining-Top?language=1&minCondition=3
60,City of Traitors,Exodus,9371,293.67,300.87,297.27,-1.2110202845897746,289.99,296.79200000000003,289.99,EX,Spellslingers,2,-1.2531072292028491,-2.448952131059297,10,https://www.cardmarket.com/en/Magic/Products/Singles/Exodus/City-Of-Traitors?language=1&minCondition=3
62,Maze of Ith,The Dark,7395,17.24,21.97,21.66,-1.4312096029547494,21.08,26.190999999999995,21.08,EX,TheGoose,1,22.273781902552205,-2.6777469990766476,10,https://www.cardmarket.com/en/Magic/Products/Singles/The-Dark/Maze-Of-Ith?language=1&minCondition=3
63,Survival of the Fittest,Exodus,9357,192.21,190.02,187.24,-1.4847254860072638,177.91,202.122,177.91,EX,satansghost,1,-7.4397794079392385,-4.982909634693447,10,https://www.cardmarket.com/en/Magic/Products/Singles/Exodus/Survival-Of-The-Fittest?language=1&minCondition=3
65,Burgeoning,Stronghold,9137,25.32,24.47,24.02,-1.8734388009991645,23.73,24.508,23.73,NM,Hoshi14637,1,-6.279620853080568,-1.2073272273105708,10,https://www.cardmarket.com/en/Magic/Products/Singles/Stronghold/Burgeoning?language=1&minCondition=3
66,Time Spiral,Urza's Saga,10310,65.34,66.26,64.89,-2.1112652180613414,63.25,68.84700000000001,63.25,EX,MAGICWOODS,1,-3.1986531986532034,-2.527353983664664,10,https://www.cardmarket.com/en/Magic/Products/Singles/Urzas-Saga/Time-Spiral?language=1&minCondition=3
67,Recurring Nightmare,Exodus,9300,47.4,49.33,48.27,-2.1959809405427704,46.0,51.241,46.0,EX,EpiphanyG,1,-2.9535864978902926,-4.702713900973696,10,https://www.cardmarket.com/en/Magic/Products/Singles/Exodus/Recurring-Nightmare?language=1&minCondition=3
68,Sliver Queen,Stronghold,9226,144.75,158.47,154.8,-2.370801033591723,150.0,170.049,150.0,EX,PieterC,1,3.6269430051813467,-3.100775193798457,10,https://www.cardmarket.com/en/Magic/Products/Singles/Stronghold/Sliver-Queen?language=1&minCondition=3
72,Cabal Coffers,Torment,2408,15.62,16.07,15.57,-3.211303789338471,15.0,16.673,15.0,EX,NilsMueller,1,-3.96927016645326,-3.6608863198458597,10,https://www.cardmarket.com/en/Magic/Products/Singles/Torment/Cabal-Coffers?language=1&minCondition=3
74,Vampiric Tutor,Visions,8423,40.99,39.7,38.25,-3.790849673202622,37.0,40.519,37.0,EX,martinez26695,1,-9.734081483288612,-3.2679738562091507,10,https://www.cardmarket.com/en/Magic/Products/Singles/Visions/Vampiric-Tutor?language=1&minCondition=3
80,Tolarian Academy,Urza's Saga,10537,94.96,97.02,92.41,-4.988637593334054,91.33,102.61200000000001,91.33,EX,altivo-lee,1,-3.8226621735467523,-1.1687046856400805,10,https://www.cardmarket.com/en/Magic/Products/Singles/Urzas-Saga/Tolarian-Academy?language=1&minCondition=3
85,Shallow Grave,Mirage,8090,66.83,74.07,70.18,-5.542889712168689,70.0,77.149,70.0,EX,Tbagbattlecat,1,4.743378722130783,-0.25648332858365175,10,https://www.cardmarket.com/en/Magic/Products/Singles/Mirage/Shallow-Grave?language=1&minCondition=3
88,Karplusan Forest,Ice Age,6549,25.12,24.07,22.46,-7.168299198575243,21.48,25.776,21.48,EX,Toysnloot,1,-14.490445859872613,-4.363312555654499,10,https://www.cardmarket.com/en/Magic/Products/Singles/Ice-Age/Karplusan-Forest?language=1&minCondition=3
89,Sulfurous Springs,Ice Age,6564,12.06,11.14,10.32,-7.945736434108531,10.32,13.248000000000001,10.32,NM,Toysnloot,1,-14.427860696517413,0.0,10,https://www.cardmarket.com/en/Magic/Products/Singles/Ice-Age/Sulfurous-Springs?language=1&minCondition=3
94,Ancient Tomb,Tempest,9040,78.54,81.87,75.0,-9.160000000000005,74.0,78.007,74.0,EX,CvonK,1,-5.780494015788141,-1.3333333333333335,10,https://www.cardmarket.com/en/Magic/Products/Singles/Tempest/Ancient-Tomb?language=1&minCondition=3
100,Wasteland,Tempest,9075,26.58,29.64,26.42,-12.187736563209684,26.0,27.827000000000005,26.0,EX,Baldo1986,4,-2.1820917983446138,-1.5897047691143136,10,https://www.cardmarket.com/en/Magic/Products/Singles/Tempest/Wasteland?language=1&minCondition=3
9,Sol Ring,Unlimited,5169,93.56,69.52,79.96,13.056528264132064,90.0,112.061,90.0,EX,boensj,1,-3.8050448909790537,12.556278139069544,10,https://www.cardmarket.com/en/Magic/Products/Singles/Unlimited/Sol-Ring?language=1&minCondition=3
11,Strip Mine,Antiquities,6944,28.69,31.89,35.3,9.660056657223787,50.0,58.24400000000001,50.0,EX,Buzzle1-,2,74.27675148135238,41.643059490085,10,https://www.cardmarket.com/en/Magic/Products/Singles/Antiquities/Strip-Mine?language=1&minCondition=3
12,Dark Ritual,Alpha,5240,146.38,152.6,168.44,9.403942056518645,209.9,253.122,209.9,EX,Bronhy,1,43.393906271348555,24.61410591308478,10,https://www.cardmarket.com/en/Magic/Products/Singles/Alpha/Dark-Ritual?language=1&minCondition=3
13,Lightning Bolt,Beta,4950,185.77,210.28,230.71,8.855272853365701,270.0,281.41999999999996,270.0,EX,druler,2,45.34101308069117,17.030037709678815,10,https://www.cardmarket.com/en/Magic/Products/Singles/Beta/Lightning-Bolt?language=1&minCondition=3
15,Animate Dead,Beta,4628,271.42,258.06,280.54,8.013117558993375,315.0,355.922,315.0,EX,Iglix,1,16.056296514626773,12.283453339987158,10,https://www.cardmarket.com/en/Magic/Products/Singles/Beta/Animate-Dead?language=1&minCondition=3
16,Guardian Beast,Arabian Nights,6784,451.2,441.6,478.38,7.688448513733846,499.0,565.3430000000001,499.0,EX,ignaz333,1,10.593971631205676,4.310380868765417,10,https://www.cardmarket.com/en/Magic/Products/Singles/Arabian-Nights/Guardian-Beast?language=1&minCondition=3
20,Wrath of God,Unlimited,5087,99.84,102.11,108.76,6.114380286870178,180.0,208.37399999999997,180.0,EX,Fiska,1,80.28846153846153,65.50202280250092,10,https://www.cardmarket.com/en/Magic/Products/Singles/Unlimited/Wrath-Of-God?language=1&minCondition=3
24,Serendib Efreet,Arabian Nights,6805,446.7,423.98,445.68,4.868964279303533,463.0,477.1779999999999,463.0,EX,Diliz13,2,3.6489814192970695,3.886196374080056,10,https://www.cardmarket.com/en/Magic/Products/Singles/Arabian-Nights/Serendib-Efreet?language=1&minCondition=3
26,Concordant Crossroads,Legends,7064,101.37,86.62,90.93,4.739909820741231,94.96,102.309,94.96,EX,Legacytcg,1,-6.323369833284019,4.4319806444517615,10,https://www.cardmarket.com/en/Magic/Products/Singles/Legends/Concordant-Crossroads?language=1&minCondition=3
31,Lightning Bolt,Unlimited,4951,19.48,20.76,21.5,3.441860465116272,22.0,25.546,22.0,EX,marxistdisco,1,12.936344969199176,2.3255813953488373,10,https://www.cardmarket.com/en/Magic/Products/Singles/Unlimited/Lightning-Bolt?language=1&minCondition=3
36,Counterspell,Unlimited,4737,55.7,48.49,49.68,2.3953301127214126,70.0,80.879,70.0,EX,pirennef,1,25.67324955116696,40.90177133655394,10,https://www.cardmarket.com/en/Magic/Products/Singles/Unlimited/Counterspell?language=1&minCondition=3
37,Demonic Tutor,Unlimited,4653,62.21,63.03,64.53,2.3245002324500232,65.62,119.019,65.62,NM,Tabletopdominion,1,5.48143385307829,1.6891368355803553,10,https://www.cardmarket.com/en/Magic/Products/Singles/Unlimited/Demonic-Tutor?language=1&minCondition=3
39,Tawnos's Coffin,Antiquities,6905,88.28,89.84,91.67,1.9962910439620358,94.99,104.06300000000002,94.99,EX,Iliaster,1,7.600815586769364,3.621686484127842,10,https://www.cardmarket.com/en/Magic/Products/Singles/Antiquities/Tawnos-s-Coffin?language=1&minCondition=3
41,Ring of Ma'rûf,Arabian Nights,6861,79.0,76.34,77.69,1.7376753764963244,94.85,107.542,94.85,EX,DanTMTG,1,20.063291139240498,22.0877847856867,10,https://www.cardmarket.com/en/Magic/Products/Singles/Arabian-Nights/Ring-Of-Maruf?language=1&minCondition=3
45,Dark Ritual,Beta,4640,97.54,101.45,102.86,1.3707952556873386,125.0,141.298,125.0,EX,Slyngelweah,1,28.152552798851744,21.52440209994167,10,https://www.cardmarket.com/en/Magic/Products/Singles/Beta/Dark-Ritual?language=1&minCondition=3
46,Drop of Honey,Arabian Nights,6810,339.76,309.44,313.7,1.3579853363085723,322.0,356.5469999999999,322.0,EX,Bronhy,2,-5.227219213562512,2.6458399744979317,10,https://www.cardmarket.com/en/Magic/Products/Singles/Arabian-Nights/Drop-Of-Honey?language=1&minCondition=3
52,Argivian Archaeologist,Antiquities,6965,103.42,102.37,102.14,-0.22518112394752687,105.0,119.30199999999999,105.0,EX,kasj78,1,1.5277509185844114,2.800078323869198,10,https://www.cardmarket.com/en/Magic/Products/Singles/Antiquities/Argivian-Archaeologist?language=1&minCondition=3
53,Mana Vault,Revised,5792,48.78,48.26,48.13,-0.2701018076043953,49.0,50.294,49.0,EX,Khemintiri,1,0.45100451004509806,1.8076044047371647,10,https://www.cardmarket.com/en/Magic/Products/Singles/Revised/Mana-Vault?language=1&minCondition=3
58,Exploration,Urza's Saga,10457,31.19,30.6,30.29,-1.0234400792340783,32.0,36.174,32.0,EX,ronan,1,2.5969862135299735,5.645427533839554,10,https://www.cardmarket.com/en/Magic/Products/Singles/Urzas-Saga/Exploration?language=1&minCondition=3
59,Transmute Artifact,Antiquities,6929,307.63,312.56,309.39,-1.0245967872264832,315.0,342.716,315.0,EX,NicolasB,1,2.395735136365116,1.8132454184039606,10,https://www.cardmarket.com/en/Magic/Products/Singles/Antiquities/Transmute-Artifact?language=1&minCondition=3
70,City in a Bottle,Arabian Nights,6853,349.77,377.94,367.27,-2.9052195932148055,418.0,437.17299999999994,418.0,EX,Jordy,1,19.50710466878235,13.812726332126235,10,https://www.cardmarket.com/en/Magic/Products/Singles/Arabian-Nights/City-In-A-Bottle?language=1&minCondition=3
71,Eureka,Legends,7070,324.43,358.38,348.05,-2.9679643729349183,380.0,407.89799999999997,380.0,EX,Filemon,1,17.128502296335107,9.179715558109464,10,https://www.cardmarket.com/en/Magic/Products/Singles/Legends/Eureka?language=1&minCondition=3
76,All Hallow's Eve,Legends,6974,286.78,335.12,321.59,-4.20722037376785,335.0,400.0,335.0,EX,xouloux,1,16.814282725434143,4.169905780652392,10,https://www.cardmarket.com/en/Magic/Products/Singles/Legends/All-Hallow-s-Eve?language=1&minCondition=3
77,Intuition,Tempest,8805,137.64,136.91,131.26,-4.30443394788969,135.0,142.38600000000002,135.0,EX,FlorianKupf,1,-1.9180470793373923,2.8493067194880464,10,https://www.cardmarket.com/en/Magic/Products/Singles/Tempest/Intuition?language=1&minCondition=3
78,Aladdin,Arabian Nights,6821,45.85,53.56,51.32,-4.364770070148094,59.0,65.06,59.0,EX,Bronhy,1,28.680479825517992,14.96492595479345,10,https://www.cardmarket.com/en/Magic/Products/Singles/Arabian-Nights/Aladdin?language=1&minCondition=3
79,Necropotence,Ice Age,6254,19.22,18.68,17.88,-4.474272930648774,18.8,19.575,18.8,EX,EpiphanyG,1,-2.185223725286151,5.145413870246094,10,https://www.cardmarket.com/en/Magic/Products/Singles/Ice-Age/Necropotence?language=1&minCondition=3
82,Phyrexian Dreadnought,Mirage,8331,159.51,162.11,154.02,-5.252564601999742,192.05,196.03400000000002,192.05,EX,tulste,1,20.399974923202322,24.691598493702116,10,https://www.cardmarket.com/en/Magic/Products/Singles/Mirage/Phyrexian-Dreadnought?language=1&minCondition=3
83,Sol Ring,Beta,5168,475.41,495.94,470.74,-5.353273569273907,599.0,814.796,599.0,EX,alcunaidea,1,25.996508277066106,27.246463015677442,10,https://www.cardmarket.com/en/Magic/Products/Singles/Beta/Sol-Ring?language=1&minCondition=3
86,Entomb,Odyssey,2544,19.18,22.41,20.93,-7.071189679885334,21.0,23.808,21.0,EX,Kaskade,1,9.489051094890513,0.33444816053511844,10,https://www.cardmarket.com/en/Magic/Products/Singles/Odyssey/Entomb?language=1&minCondition=3
87,Humility,Tempest,8971,34.56,35.23,32.9,-7.082066869300907,37.5,38.11,37.5,EX,Magestore,1,8.506944444444438,13.981762917933136,10,https://www.cardmarket.com/en/Magic/Products/Singles/Tempest/Humility?language=1&minCondition=3
90,City of Brass,Arabian Nights,6864,370.26,413.74,381.12,-8.558984047019312,548.0,570.889,548.0,EX,Zinzillino,1,48.00410522335656,43.78673383711167,10,https://www.cardmarket.com/en/Magic/Products/Singles/Arabian-Nights/City-Of-Brass?language=1&minCondition=3
92,Coat of Arms,Exodus,9359,10.43,12.27,11.26,-8.969804618117227,12.0,13.256,12.0,EX,marxistdisco,1,15.052732502396934,6.571936056838368,10,https://www.cardmarket.com/en/Magic/Products/Singles/Exodus/Coat-Of-Arms?language=1&minCondition=3
93,Diamond Valley,Arabian Nights,6866,427.12,467.74,428.63,-9.124419662646108,474.99,545.487,474.99,EX,Magicboxx,1,11.207623150402698,10.815855166460588,10,https://www.cardmarket.com/en/Magic/Products/Singles/Arabian-Nights/Diamond-Valley?language=1&minCondition=3
95,Lightning Bolt,Alpha,5395,453.81,394.51,360.69,-9.376472871440848,379.53,446.928,379.53,EX,TheMagicCardTraderUK,1,-16.36808355919879,5.223321966231382,10,https://www.cardmarket.com/en/Magic/Products/Singles/Alpha/Lightning-Bolt?language=1&minCondition=3
96,Mirror Universe,Legends,7203,218.34,235.0,213.99,-9.818215804476841,260.0,275.099,260.0,EX,Bronhy,1,19.08033342493359,21.501004719846716,10,https://www.cardmarket.com/en/Magic/Products/Singles/Legends/Mirror-Universe?language=1&minCondition=3
97,Swords to Plowshares,Beta,5076,419.71,490.36,443.19,-10.64329068796679,519.99,564.5840000000001,519.99,EX,Larrum,1,23.89268780824856,17.328910850876603,10,https://www.cardmarket.com/en/Magic/Products/Singles/Beta/Swords-To-Plowshares?language=1&minCondition=3
98,Animate Dead,Unlimited,4629,24.59,26.29,23.55,-11.634819532908699,29.0,34.673,29.0,EX,tzirtzi,1,17.934119560797075,23.14225053078556,10,https://www.cardmarket.com/en/Magic/Products/Singles/Unlimited/Animate-Dead?language=1&minCondition=3
