Rank,Card_Name,Expansion,Card_ID,Historical_AVG7,Historical_AVG30,Historical_TREND,Historical_Discount_Pct,Current_Cheapest,Current_Average,EX_Plus_Price,EX_Plus_Condition,EX_Plus_Seller,EX_Plus_Quantity,EX_Plus_vs_AVG7_Pct,EX_Plus_vs_TREND_Pct,Total_Listings,Cardmarket_URL
18,Swords to Plowshares,Unlimited,5077,83.62,65.49,91.07,28.08828373778412,58.0,82.251,58.0,EX,Luckylev,1,-30.638603204974892,-36.31272647414077,10,https://www.cardmarket.com/en/Magic/Products/Singles/Unlimited/Swords-To-Plowshares?language=1&minCondition=3
19,Personal Incarnation,Beta,5058,122.72,161.55,217.61,25.76168374615137,135.0,197.98000000000002,135.0,EX,ThreeForOne-AT,1,10.006518904823992,-37.96240981572539,10,https://www.cardmarket.com/en/Magic/Products/Singles/Beta/Personal-Incarnation?language=1&minCondition=3
20,Island Sanctuary,Beta,5046,199.23,159.43,212.78,25.072845192217315,105.0,144.58800000000002,105.0,EX,ThreeForOne-AT,1,-47.29709381117301,-50.653256885045586,10,https://www.cardmarket.com/en/Magic/Products/Singles/Beta/Island-Sanctuary?language=1&minCondition=3
22,Wall of Bone,Alpha,5274,65.72,76.89,101.89,24.536264599077438,50.0,73.553,50.0,EX,ThreeForOne-AT,2,-23.91965916007304,-50.92747080184513,10,https://www.cardmarket.com/en/Magic/Products/Singles/Alpha/Wall-Of-Bone?language=1&minCondition=3
23,Winter Orb,Unlimited,5179,90.84,84.89,111.64,23.96094589752777,100.6,124.93599999999999,100.6,EX,webuyanycard,1,10.74416556583002,-9.888928699390904,10,https://www.cardmarket.com/en/Magic/Products/Singles/Unlimited/Winter-Orb?language=1&minCondition=3
24,Mana Vault,Unlimited,5149,259.85,197.17,257.4,23.3993783993784,240.0,266.589,240.0,EX,vietj,1,-7.639022512988271,-6.759906759906752,10,https://www.cardmarket.com/en/Magic/Products/Singles/Unlimited/Mana-Vault?language=1&minCondition=3
25,Conversion,Alpha,5432,65.99,63.28,80.43,21.322889469103572,30.0,54.497,30.0,EX,ThreeForOne-AT,3,-54.53856644946203,-62.700484893696384,10,https://www.cardmarket.com/en/Magic/Products/Singles/Alpha/Conversion?language=1&minCondition=3
27,Field of Dreams,Legends,7026,109.48,102.06,122.91,16.963631925799362,94.89,105.098,94.89,EX,teresis,1,-13.32663500182682,-22.797168659995116,10,https://www.cardmarket.com/en/Magic/Products/Singles/Legends/Field-Of-Dreams?language=1&minCondition=3
29,Aspect of Wolf,Beta,4812,99.21,123.76,147.65,16.180155773789366,100.0,190.90500000000003,100.0,EX,Magictraders,1,0.796290696502375,-32.27226549271927,10,https://www.cardmarket.com/en/Magic/Products/Singles/Beta/Aspect-Of-Wolf?language=1&minCondition=3
30,Scavenging Ghoul,Alpha,5268,63.12,72.83,85.69,15.00758548255339,39.0,82.908,39.0,EX,GrimSky,1,-38.21292775665399,-54.48710467965924,10,https://www.cardmarket.com/en/Magic/Products/Singles/Alpha/Scavenging-Ghoul?language=1&minCondition=3
31,Animate Artifact,Alpha,5282,102.8,92.58,108.43,14.617725721663751,58.64,70.566,58.64,EX,PugsVault,1,-42.95719844357976,-45.919026099787885,10,https://www.cardmarket.com/en/Magic/Products/Singles/Alpha/Animate-Artifact?language=1&minCondition=3
33,Mishra's Factory,Antiquities,6939,146.96,125.12,145.89,14.236753718555065,118.36,137.128,118.36,EX,webuyanycard,1,-19.46107784431138,-18.8703817945027,10,https://www.cardmarket.com/en/Magic/Products/Singles/Antiquities/Mishra-s-Factory?language=1&minCondition=3
35,Cleanse,Legends,7148,78.81,88.76,103.44,14.191802010827526,69.0,91.561,69.0,EX,Dadue2000,1,-12.447658926532167,-33.29466357308585,10,https://www.cardmarket.com/en/Magic/Products/Singles/Legends/Cleanse?language=1&minCondition=3
38,Roc of Kher Ridges,Beta,4968,161.83,180.0,209.18,13.949708385122864,188.26,223.808,188.26,EX,Dracarysviterbo,1,16.331953284310682,-10.000956114351284,10,https://www.cardmarket.com/en/Magic/Products/Singles/Beta/Roc-Of-Kher-Ridges?language=1&minCondition=3
39,Mana Drain,Legends,7036,144.75,141.5,163.31,13.354969077215115,138.84,164.60999999999999,138.84,EX,Bronhy,1,-4.082901554404143,-14.983773192088664,10,https://www.cardmarket.com/en/Magic/Products/Singles/Legends/Mana-Drain?language=1&minCondition=3
40,Hellfire,Legends,6991,101.19,89.4,102.77,13.009633161428425,80.0,89.822,80.0,EX,sebest,1,-20.940804427314948,-22.156271285394567,10,https://www.cardmarket.com/en/Magic/Products/Singles/Legends/Hellfire?language=1&minCondition=3
44,Divine Intervention,Legends,7151,114.12,103.22,116.0,11.017241379310345,94.69,116.027,94.69,EX,TheMagicCardTraderUK,1,-17.025937609533827,-18.370689655172416,10,https://www.cardmarket.com/en/Magic/Products/Singles/Legends/Divine-Intervention?language=1&minCondition=3
45,Orcish Oriflamme,Alpha,5400,180.7,197.45,221.13,10.708632930855156,175.0,344.32599999999996,175.0,EX,ThreeForOne-AT,1,-3.154399557277249,-20.86103197214308,10,https://www.cardmarket.com/en/Magic/Products/Singles/Alpha/Orcish-Oriflamme?language=1&minCondition=3
46,Thicket Basilisk,Alpha,5360,55.06,69.21,77.51,10.708295703780172,65.0,97.319,65.0,EX,ThreeForOne-AT,2,18.05303305484925,-16.139852922203595,10,https://www.cardmarket.com/en/Magic/Products/Singles/Alpha/Thicket-Basilisk?language=1&minCondition=3
